iter	Logloss
221	0.3460459049
222	0.345965704
223	0.3458711863
224	0.3457671363
225	0.3456262479
226	0.3455454671
227	0.3454636733
228	0.3453890799
229	0.3452398862
230	0.345147424
231	0.3450568261
232	0.3449697657
233	0.3449153002
234	0.3448364224
235	0.3447462138
236	0.3446631631
237	0.3445601675
238	0.3444583073
239	0.3443764916
240	0.3442863147
241	0.3442300924
242	0.3441334787
243	0.3440204146
244	0.3439493408
245	0.3437999086
246	0.3436939716
247	0.343577063
248	0.3434869375
249	0.3434143163
250	0.3432920632
251	0.3431872094
252	0.3431283392
253	0.3429938961
254	0.3429247095
255	0.3428668907
256	0.3427826619
257	0.3426507753
258	0.3425172737
259	0.3424381103
260	0.3423483792
261	0.342240984
262	0.3421011866
263	0.341962144
264	0.3418214458
265	0.3417382927
266	0.3416746565
267	0.3415442165
268	0.3414301352
269	0.3413667796
270	0.3412793784
271	0.3411993759
272	0.3411359418
273	0.3410388217
274	0.3409450635
275	0.3408661163
276	0.3407241483
277	0.3406371236
278	0.3405394623
279	0.3404287448
280	0.3402967978
281	0.3401536769
282	0.3400137292
283	0.3399264197
284	0.3398326274
285	0.3397332949
286	0.339688289
287	0.3396201305
288	0.3394638124
289	0.339363371
290	0.3392281856
291	0.3391133214
292	0.3389787235
293	0.3389413576
294	0.3388069773
295	0.3387153808
296	0.3386575206
297	0.3385297972
298	0.338454286
299	0.3383725182
300	0.3383630018
301	0.3383481313
302	0.3382108733
303	0.3380886719
304	0.3380017784
305	0.3379194168
306	0.3378623051
307	0.337731316
308	0.3376379883
309	0.3375552994
310	0.337410723
311	0.3373226347
312	0.3371885378
313	0.3370405915
314	0.3369787656
315	0.3368940446
316	0.3368467609
317	0.3366982749
318	0.3365997704
319	0.3364757899
320	0.3364128565
321	0.336319446
322	0.3362749908
323	0.3361873432
324	0.3360693114
325	0.335983226
326	0.3358803117
327	0.3358349376
328	0.3357569053
329	0.3356688466
330	0.3355572482
331	0.3354655426
332	0.3353600242
333	0.3352189312
334	0.3350738595
335	0.3350054572
336	0.3349224919
337	0.3349010958
338	0.3348249062
339	0.3347343803
340	0.3346290077
341	0.3345115628
342	0.3344116407
343	0.3342990268
344	0.3342445765
345	0.3341157682
346	0.3340135471
347	0.3339447351
348	0.3338652056
349	0.3337798631
350	0.3337352971
351	0.3336833674
352	0.3335310318
353	0.3334017738
354	0.3332709124
355	0.333210387
356	0.3331280486
357	0.3330422251
358	0.3329868432
359	0.3329106593
360	0.3328123886
361	0.3327225955
362	0.3326339923
363	0.3325397465
364	0.3324571029
365	0.3323637703
366	0.3323045655
367	0.3321769878
368	0.3321349777
369	0.3320223571
370	0.3319236976
371	0.3318510272
372	0.3317342972
373	0.3317171647
374	0.3316059865
375	0.3315950927
376	0.3315155577
377	0.3315073457
378	0.3314385667
379	0.3313643103
380	0.3312653698
381	0.3312193998
382	0.3311312562
383	0.3310325996
384	0.3309693385
385	0.3308745476
386	0.3307941174
387	0.330710552
388	0.3306614879
389	0.3305899341
390	0.3305732689
391	0.3304992503
392	0.3304333532
393	0.3303168996
394	0.3302018935
395	0.330104476
396	0.3300171506
397	0.3299208994
398	0.3298471668
399	0.3297440494
400	0.3295970929
401	0.329503799
402	0.3294353645
403	0.3293654796
404	0.3292856189
405	0.3292055579
406	0.3291392991
407	0.3290495078
408	0.3289673031
409	0.3288405303
410	0.3287456191
411	0.3286853403
412	0.3285651179
413	0.3284449837
414	0.3283150993
415	0.3282154482
416	0.3281279388
417	0.3280028014
418	0.3279100365
419	0.3278291996
420	0.3277718554
421	0.3276559961
422	0.3276474866
423	0.3275310507
424	0.3274532931
425	0.3273637535
426	0.3272804257
427	0.3272015479
428	0.327116801
429	0.3270415194
430	0.3269476824
431	0.3268581328
432	0.3267637134
433	0.3266335214
434	0.3265859647
435	0.3264828584
436	0.3263696314
437	0.3262584672
438	0.326220249
439	0.3262122583
440	0.3261096788
441	0.3260523666
442	0.32593986
443	0.3258990453
444	0.3258194327
445	0.3257505633
446	0.3256862489
447	0.3255905899
448	0.325490338
449	0.325375025
450	0.3252650223
451	0.3251166106
452	0.3250537632
453	0.3249755827
454	0.3248959714
455	0.3248917519
456	0.3247981588
457	0.3246916347
458	0.3245671455
459	0.3245607178
460	0.3245206692
461	0.3244452326
462	0.3244013335
463	0.3242925371
464	0.3241982886
465	0.3241278094
466	0.3239987529
467	0.3239315931
468	0.3238469536
469	0.3237446738
470	0.3236548548
471	0.3235488408
472	0.3234307269
473	0.3233488122
474	0.3232693172
475	0.3231529909
476	0.3230422021
477	0.3229226433
478	0.3228060938
479	0.3227426201
480	0.3226858717
481	0.3225823814
482	0.3225578351
483	0.322432965
484	0.3223734876
485	0.3223196423
486	0.3222386172
487	0.3221837998
488	0.3221355391
489	0.3220042786
490	0.3219213733
491	0.3218019869
492	0.3217669975
493	0.3217240782
494	0.3217170238
495	0.3217078089
496	0.3216496189
497	0.3215689618
498	0.3215002134
499	0.3213955005
500	0.3213442073
501	0.3212468296
502	0.3211783254
503	0.3211296797
504	0.3211236663
505	0.3210593148
506	0.3210040963
507	0.3209083007
508	0.3207882852
509	0.3206914836
510	0.3205816974
511	0.3204885554
512	0.3204844529
513	0.3203931179
514	0.3203008806
515	0.3202335097
516	0.3201401921
517	0.3200184491
518	0.3198959117
519	0.3198241601
520	0.3197886322
521	0.3196956554
522	0.3196410122
523	0.3195429392
524	0.3194671629
525	0.3193542337
526	0.3192917546
527	0.3192863663
528	0.3191987337
529	0.3190659276
530	0.3190262384
531	0.3189263065
532	0.3188469454
533	0.3187489317
534	0.3186873776
535	0.3186296853
536	0.3185978617
537	0.318545116
538	0.3184376271
539	0.3183741273
540	0.3183136624
541	0.3182250687
542	0.3182155364
543	0.3181214071
544	0.318046241
545	0.3180072802
546	0.3179539818
547	0.3179081964
548	0.3178445369
549	0.3177254531
550	0.3176493819
551	0.3175624547
552	0.3174439354
553	0.3172985107
554	0.3171648865
555	0.3171099427
556	0.3170439945
557	0.3169527526
558	0.3168954444
559	0.3168022812
560	0.3167234328
561	0.3166743409
562	0.3166566398
563	0.3165614025
564	0.3164797901
565	0.3164316519
566	0.3163688756
567	0.3162870195
568	0.3161817102
569	0.3160779842
570	0.3159974959
571	0.3159482308
572	0.3158195948
573	0.3157981653
574	0.3157268961
575	0.315675452
576	0.3156125055
577	0.3155229637
578	0.3154426959
579	0.315406332
580	0.31533914
581	0.3152552438
582	0.3152008729
583	0.3150828842
584	0.3149648762
585	0.3148900964
586	0.3148354563
587	0.3147235235
588	0.3147143555
589	0.3146152995
590	0.3145150565
591	0.3144027706
592	0.3142930761
593	0.3142222949
594	0.3141168788
595	0.314039144
596	0.3139623962
597	0.3138608261
598	0.3137619825
599	0.3136802494
600	0.3135796399
601	0.3135338283
602	0.3134889365
603	0.3134090681
604	0.3133190465
605	0.3132458916
606	0.313151168
607	0.3130437242
608	0.3129868519
609	0.3129161106
610	0.3128106617
611	0.3127353177
612	0.312697884
613	0.3126338606
614	0.3125792689
615	0.312521056
616	0.31246275
617	0.3123705802
618	0.3123101752
619	0.3122325187
620	0.3121896648
621	0.3121172411
622	0.3120127861
623	0.3119428529
624	0.3118966522
625	0.3118167732
626	0.3117326228
627	0.3116552139
628	0.3115753736
629	0.3114714184
630	0.3113949279
631	0.3112955574
632	0.3112069788
633	0.3111198603
634	0.3110267383
635	0.3109792374
636	0.310890545
637	0.3107882433
638	0.3107442846
639	0.3107302624
640	0.3106630822
641	0.3105677251
642	0.3105109545
643	0.3104357108
644	0.3103706236
645	0.3103228675
646	0.3103056391
647	0.3102317719
648	0.3101027957
649	0.3100306263
650	0.3099771076
651	0.3098979603
652	0.3098755872
653	0.3097891878
654	0.3097422534
655	0.3096350767
656	0.3095442781
657	0.3094533904
658	0.3094016717
659	0.3093365756
660	0.3092749852
661	0.3092264322
662	0.3091880891
663	0.3091372659
664	0.3091059776
665	0.3090076812
666	0.3089489705
667	0.3088768629
668	0.3087576623
669	0.308660955
670	0.3086006223
671	0.3085230729
672	0.3084975523
673	0.3084365757
674	0.3083335409
675	0.3082928752
676	0.3081944013
677	0.3081195196
678	0.3080412329
679	0.3079687851
680	0.3078431792
681	0.3077574178
682	0.3076298224
683	0.3075514641
684	0.3074880576
685	0.3073714933
686	0.3073432221
687	0.3072372938
688	0.3071452304
689	0.3070763437
690	0.3069961779
691	0.3069689873
692	0.3069111683
693	0.3068214055
694	0.3067254854
695	0.306656681
696	0.3065930472
697	0.3064961095
698	0.3064037291
699	0.3063560672
700	0.3062782121
701	0.3061975261
702	0.3061175403
703	0.3060374191
704	0.3059721053
705	0.3058650597
706	0.3057693143
707	0.3057413623
708	0.3057001364
709	0.3056532299
710	0.3056124623
711	0.3055501555
712	0.305462196
713	0.3053800539
714	0.3052952068
715	0.3052378763
716	0.3051687374
717	0.3050898588
718	0.3050505983
719	0.3049694563
720	0.3048990019
721	0.3048341404
722	0.3047072254
723	0.3046131498
724	0.3045481187
725	0.3044811693
726	0.3044006489
727	0.3043383992
728	0.3042632409
729	0.304146359
730	0.3040665096
731	0.3039830854
732	0.3039141667
733	0.3038620999
734	0.303736945
735	0.303672356
736	0.3035702628
737	0.3035030481
738	0.3034307314
739	0.3033711073
740	0.3033124591
741	0.3032482635
742	0.3031721937
743	0.3030929644
744	0.3030664435
745	0.3030012761
746	0.3029427311
747	0.3028795426
748	0.3028067082
749	0.3027364895
750	0.3027331892
751	0.3026486726
752	0.3025375972
753	0.3024085143
754	0.3023197839
755	0.3022324745
756	0.3021481859
757	0.3020671278
758	0.3020067499
759	0.3019260506
760	0.3018580654
761	0.3018121762
762	0.3017418557
763	0.3017379627
764	0.3016695321
765	0.3015962616
766	0.3015506375
767	0.3015029916
768	0.3013942565
769	0.3012996086
770	0.301230684
771	0.3011876097
772	0.3010775725
773	0.3010312147
774	0.3009623474
775	0.3009492531
776	0.3008928048
777	0.3008610074
778	0.3008150199
779	0.3007493632
780	0.3006493505
781	0.3005624662
782	0.3004429959
783	0.3003787588
784	0.3002732241
785	0.3002280912
786	0.3001729592
787	0.300110043
788	0.3000562624
789	0.2999451867
790	0.299849303
791	0.2997933859
792	0.2997267541
793	0.2996145224
794	0.2995872191
795	0.2994918626
796	0.2994072148
797	0.2993060594
798	0.29926053
799	0.2991850049
800	0.2991360243
801	0.2990787362
802	0.299042153
803	0.2989864798
804	0.2989602667
805	0.2988626576
806	0.2988120411
807	0.2987146793
808	0.2986449708
809	0.2985956525
810	0.298540196
811	0.2984585553
812	0.2983862205
813	0.2983076244
814	0.2981948845
815	0.2981225689
816	0.2980708567
817	0.2980021034
818	0.297938304
819	0.2978581215
820	0.2977752452
821	0.2977580154
822	0.2976832404
823	0.2976094367
824	0.2975407029
825	0.2974555468
826	0.2974356471
827	0.2973875998
828	0.2973310667
829	0.2972195987
830	0.2971509396
831	0.2970791217
832	0.2970393106
833	0.2969646321
834	0.2968571597
835	0.2968020586
836	0.2966650424
837	0.2965743927
838	0.2965484575
839	0.2964921764
840	0.2964192566
841	0.2963915896
842	0.2963622066
843	0.2962831489
844	0.2961795859
845	0.2961073939
846	0.2960572405
847	0.2959733172
848	0.2959405089
849	0.295821696
850	0.2957376817
851	0.2956726657
852	0.2956677342
853	0.2955742196
854	0.2955105912
855	0.2954270156
856	0.2953803828
857	0.2953125722
858	0.2952602296
859	0.2951696743
860	0.2950742561
861	0.2950261089
862	0.2949490366
863	0.2949162684
864	0.2948376835
865	0.294787538
866	0.294752606
867	0.2947033823
868	0.2946263971
869	0.2945753364
870	0.2945306025
871	0.2944235927
872	0.2943963627
873	0.2943206222
874	0.2942148708
875	0.2941122496
876	0.2940416444
877	0.2939784481
878	0.2938881878
879	0.2938590446
880	0.2937963271
881	0.293762492
882	0.2936712878
883	0.2936424505
884	0.2935997378
885	0.2935525973
886	0.2934526249
887	0.2934183254
888	0.2933712561
889	0.2932940523
890	0.2932531924
891	0.2931639055
892	0.2930871316
893	0.2930228622
894	0.2929468314
895	0.2928826505
896	0.2928163158
897	0.292742959
898	0.2926690339
899	0.2926256207
900	0.2925334277
901	0.2924575827
902	0.2924093925
903	0.2923464475
904	0.2923348515
905	0.2922644299
906	0.292212849
907	0.2921310504
908	0.2920776104
909	0.2920024964
910	0.29194409
911	0.2918408238
912	0.2917840803
913	0.291703925
914	0.2916375317
915	0.2915900083
916	0.2915292727
917	0.2914329956
918	0.2913319109
919	0.2912793889
920	0.2912194689
921	0.2911578469
922	0.2910841311
923	0.2910311077
924	0.2909615559
925	0.2908581216
926	0.2907667519
927	0.2906722458
928	0.2905782737
929	0.2905027792
930	0.290448946
931	0.2904002502
932	0.2903526856
933	0.2903123324
934	0.2902722089
935	0.2902208078
936	0.2901281049
937	0.2900324027
938	0.2900146793
939	0.2899275737
940	0.2898240052
941	0.2897396132
942	0.2896331492
943	0.2895650481
944	0.2895336016
945	0.2895114521
946	0.2894560115
947	0.2894087763
948	0.2893550765
949	0.2892433772
950	0.2891858033
951	0.289113095
952	0.2890494529
953	0.2890318059
954	0.2889753608
955	0.2889118241
956	0.288840443
957	0.2887837598
958	0.2886756074
959	0.2886298946
960	0.2885933289
961	0.2885383613
962	0.2884353873
963	0.2884044388
964	0.2883447521
965	0.2882803022
966	0.2882005673
967	0.2881667978
968	0.2881144025
969	0.2880240499
970	0.2879291052
971	0.287860589
972	0.2877350893
973	0.287688876
974	0.2876392104
975	0.2875873434
976	0.2875179299
977	0.2874788605
978	0.2874417141
979	0.2873735124
980	0.2873056629
981	0.2872236359
982	0.2871616735
983	0.2870793026
984	0.2869977268
985	0.2869530418
986	0.286892459
987	0.2868362645
988	0.2867872369
989	0.2867499837
990	0.2867014436
991	0.2866591665
992	0.2866077618
993	0.2865913021
994	0.2865185648
995	0.2864218655
996	0.2863745572
997	0.2863419202
998	0.2862645264
999	0.2861705706
